$USRTH,20.0,-20.0,30.0,14.8,49.3,40.7,28.3,-0.3,1.7,29.5,60.5,72*51
$USRTH,20.0,-20.0,30.0,15.0,49.3,40.7,28.3,-0.3,1.7,29.5,60.5,72*58
$USRTH,20.0,-20.0,30.0,14.8,49.3,40.7,28.3,-0.3,1.7,29.5,60.5,72*51
$USRTH,20.0,-20.0,30.0,14.8,49.3,40.7,28.3,-0.3,1.7,29.5,60.5,72*51
$USRTH,20.0,-20.0,30.0,14.8,49.3,40.7,28.3,-0.3,1.7,29.5,60.5,72*51
$USRTH,20.0,-20.0,30.0,15.0,49.3,40.7,28.3,-0.3,1.7,29.5,60.5,72*58
$USRTH,20.0,-20.0,30.0,14.8,49.3,40.7,28.3,-0.3,1.7,29.5,60.5,72*51
$USRTH,20.0,-20.0,30.0,14.8,49.3,40.7,28.3,-0.3,1.7,29.5,60.5,72*51
$USRTH,20.0,-20.0,30.0,14.9,49.3,40.7,28.3,-0.3,1.7,29.5,60.5,72*50
$USRTH,20.0,-20.0,30.0,14.8,49.3,40.7,28.3,-0.3,1.7,29.5,60.5,72*51
$USRTH,20.0,-20.0,30.0,15.0,49.3,40.7,28.3,-0.3,1.7,29.5,60.5,72*58
$USRTH,20.0,-20.0,30.0,14.8,49.3,40.7,28.3,-0.3,1.7,29.5,60.5,72*51
